grid_square,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe
"51.452,-0.148",85.1,2233.2,17652.4,0
"51.412,-0.5405",3.1,56.8,9639.8,0
"51.538,-0.029",35.1,0.2,101789.6,0
"51.5275,-0.167",326.0,341.6,25664.4,0
"51.569,0.1485",14.6,110.8,20098.8,0
"51.4855,-0.0345",59.6,2690.2,24691.2,0
"51.677,-0.424",7.4,67.2,23029.0,0
"51.4765,-0.1055",104.9,2594.6,19925.8,0
"51.5875,-0.2",73.5,40.2,99842.8,0
"51.5925,-0.2885",78.9,74.2,28633.00000000001,0
"51.483,-0.03",87.3,2690.2,24691.2,0
"51.424,-0.0145",54.1,130.2,24578.000000000004,0
"51.3965,-0.4475",30.6,200.8,11585.600000000002,0
"51.5085,-0.4325",16.0,100.4,18722.8,0
"51.444,-0.152",126.3,2233.2,17652.4,0
"51.4815,-0.112",191.1,1516.8,24822.6,0
"51.5005,-0.1295",26.4,688.0,15903.399999999998,0
"51.4485,-0.288",5.6,800.8,10877.2,0
"51.4115,-0.2965",47.3,111.2,32166.2,0
"51.6575,-0.2715",66.9,104.2,21970.6,0
"51.5195,-0.1295",86.7,1895.8,13282.8,0
"51.5215,0.0205",148.8,21.2,937.6,0
"51.2905,-0.531",5.7,116.6,13829.2,0
"51.5225,-0.041",151.9,827.4,14632.0,0
"51.6055,-0.274",83.5,179.8,22643.6,0
"51.587,-0.0975",159.9,264.8,16807.8,0
"51.563,0.2145",46.8,16.4,924.8,0
"51.5145,-0.1465",22.9,1267.4,7683.2,0
"51.584,0.0845",16.9,53.6,18179.6,0
"51.496,-0.454",8.3,68.8,16062.0,0
"51.4565,-0.201",116.4,1137.2,39881.4,0
"51.393,0.19",4.6,0.8,12842.8,0
"51.5475,-0.234",172.2,120.8,2537.2000000000007,0
"51.3615,-0.4875",7.9,167.0,21272.200000000004,0
"51.6725,0.004",1.0,2.4,15566.4,0
"51.4415,-0.414",29.3,28.2,908.6,0
"51.5065,-0.2655",113.7,47.6,340.4000000000001,0
"51.487,-0.116",135.3,449.4,18520.0,0
"51.4235,-0.1725",138.6,1145.6,15039.4,0
"51.5315,-0.2195",147.6,856.8,18946.0,0
"51.5215,0.0315",60.2,304.8,21910.800000000007,0
"51.5985,-0.284",105.3,89.6,12672.799999999996,0
"51.5455,0.026",108.4,174.4,14828.4,0
"51.684,-0.427",35.9,19.0,37095.0,0
"51.4975,-0.1645",105.9,1176.8,25460.6,0
"51.5305,0.041",164.0,295.2,16200.000000000002,0
"51.45,-0.123",145.0,853.6,31455.0,0
"51.311,-0.3335",25.3,59.4,22379.8,0
"51.531,-0.122",214.7,1249.6,21003.4,0
"51.3335,-0.267",46.9,248.6,18543.6,0
"51.567,-0.1085",151.8,84.6,1222.2,0
"51.578,0.2595",7.9,12.6,36317.6,0
"51.5905,-0.327",43.8,75.6,29195.800000000007,0
"51.52,-0.1895",151.1,18.0,338.4,0
"51.5615,-0.0575",151.4,1128.6,25302.800000000007,0
"51.3405,-0.013",76.8,19.4,24415.2,0
"51.5175,-0.094",62.9,880.6,17600.399999999998,0
"51.378,-0.3025",60.2,285.2,18174.0,0
"51.5815,-0.3455",65.0,89.8,33273.0,0
"51.491,-0.5405",48.2,135.0,22829.0,0
"51.588,-0.1",97.4,752.2,20751.4,0
"51.5295,0.0345",199.1,107.5,3358.25,0
"51.5455,-0.118",108.8,1359.0,18015.0,0
"51.5615,-0.1125",126.2,902.2,17755.4,0
"51.652,0.085",10.5,17.6,13592.2,0
"51.556,0.0715",88.8,230.6,35687.4,0
"51.2865,-0.093",44.9,1.2,213.2,0
"51.444,-0.345",82.4,142.4,7297.5999999999985,0
"51.6855,-0.3785",59.9,0.0,97373.6,0
"51.496,-0.2645",70.2,47.6,340.4000000000001,0
"51.507,-0.205",67.2,186.4,4211.199999999999,0
"51.4915,0.2875",3.2,0.0,20644.800000000007,0
"51.6945,-0.1925",32.7,0.0,151025.19999999998,0
"51.5205,-0.0745",101.9,3081.0,27092.0,0
"51.286,-0.0885",44.9,1.2,213.2,0
"51.538,-0.1385",228.1,1154.0,10894.0,0
"51.574,-0.076",173.3,1101.0,35161.0,0
"51.5145,-0.4085",74.5,131.6,59523.0,0
"51.525,0.0955",10.1,187.2,109659.0,0
"51.6,-0.0225",92.5,5.0,116487.8,0
"51.655,-0.1065",8.4,84.8,15573.999999999998,0
"51.5285,-0.2925",43.4,181.2,28735.4,0
"51.468,0.1585",34.8,50.8,12135.8,0
"51.5345,-0.338",20.6,98.4,125721.8,0
"51.6175,-0.316",36.5,40.0,23447.4,0
"51.48,0.087",114.0,4.0,428.60000000000014,0
"51.4015,0.165",33.2,22.8,2280.2000000000007,0
"51.448,-0.041",96.2,62.0,634.0,0
"51.52,-0.1705",158.1,1586.6,34998.8,0
"51.4265,-0.472",3.7,8.4,299.7999999999999,0
"51.3665,-0.398",27.2,160.2,12869.2,0
"51.587,-0.123",115.9,340.4,23973.2,0
"51.4015,0.2075",5.8,0.0,124091.8,0
"51.49,0.163",15.0,24.8,9866.8,0
"51.5245,-0.202",280.1,637.4,15705.2,0
"51.587,0.069",88.3,9.6,758.0,0
"51.552,0.0855",158.1,15.4,13269.2,0
"51.4905,-0.145",210.6,63.8,691.0000000000001,0
"51.506,-0.23",201.2,2726.6,16493.399999999998,0
"51.457,-0.1935",167.2,845.4,32168.8,0
"51.442,-0.1435",134.0,435.5,10540.0,0
"51.4785,-0.194",156.4,1189.8,15742.2,0
"51.6535,-0.3925",29.6,22.2,23516.0,0
"51.273,-0.273",2.0,169.8,7900.4,0
"51.489,-0.3015",138.4,482.2,41832.8,0
"51.402,-0.343",40.4,528.6,22417.000000000004,0
"51.6445,-0.364",18.7,81.6,14710.799999999996,0
"51.5095,-0.061",82.4,327.4,46758.2,0
"51.5305,-0.123",27.2,2792.6,58088.6,0
"51.457,-0.195",56.8,322.0,11958.6,0
"51.4275,0.216",8.4,91.2,15183.8,0
"51.3895,-0.5045",34.8,123.8,12375.8,0
"51.439,-0.107",98.9,506.8,23621.2,0
"51.574,-0.1565",24.4,90.2,31374.8,0
"51.5905,-0.38",53.8,98.6,22421.2,0
"51.373,0.0395",21.8,66.8,10352.000000000002,0
"51.658,-0.1855",14.0,29.6,6902.8,0
"51.416,-0.178",51.3,373.6,20008.0,0
"51.598,0.232",48.1,77.4,41747.4,0
"51.593,-0.0985",93.6,153.0,14044.999999999998,0
"51.4715,-0.1775",99.2,2879.4,39118.0,0
"51.4045,-0.0375",94.5,177.4,20202.8,0
"51.569,0.287",13.1,4.0,68445.4,0
"51.512,-0.1315",60.7,1317.4,13582.4,0
"51.5755,-0.148",99.5,866.2,25082.6,0
"51.6625,-0.3515",7.1,14.8,1974.0,0
"51.429,-0.101",86.8,178.2,14406.8,0
"51.4935,-0.1",291.8,7320.0,46201.60000000001,0
"51.4795,-0.057",56.7,2023.6,30623.4,0
"51.6845,-0.318",20.1,157.0,15856.0,0
"51.654,-0.391",29.6,3.8,37539.6,0
"51.329,-0.411",1.8,154.0,17548.8,0
"51.502,-0.1265",45.3,7322.0,44809.4,0
"51.5465,-0.0015",19.5,633.0,8682.599999999999,0
"51.6195,0.2815",24.1,64.8,16001.199999999995,0
"51.443,-0.474",23.4,18.2,719.5999999999998,0
"51.4555,-0.0295",41.2,229.2,9206.399999999998,0
"51.486,-0.0725",43.5,2196.4,28988.6,0
"51.5145,-0.4315",19.1,1.6,130.6,0
"51.528,0.0985",52.7,187.2,109659.0,0
"51.559,-0.07",129.1,775.2,15733.8,0
"51.454,-0.2095",84.4,180.5,4734.0,0
"51.5135,-0.077",6.3,668.6666666666666,13423.0,0
"51.5095,-0.0625",82.4,327.4,46758.2,0
"51.4215,-0.091",54.9,134.0,8330.4,0
"51.518,-0.105",17.2,3228.0,27876.8,0
"51.532,-0.2325",193.0,6.4,281.8,0
"51.564,-0.1305",118.1,1289.0,28515.4,0
"51.387,-0.33",42.4,18.0,491.0,0
"51.561,0.1365",78.2,15.4,13269.2,0
"51.6855,-0.1945",3.2,0.0,151025.19999999998,0
"51.5475,-0.2045",153.0,368.6,14704.2,0
"51.6995,-0.1235",1.3,19.0,12548.999999999998,0
"51.658,0.1735",0.5,0.0,132333.80000000002,0
"51.4755,0.1815",176.9,52.4,33480.2,0
"51.5485,-0.264",104.5,52.2,90024.20000000003,0
"51.423,0.06",59.5,72.0,10426.2,0
"51.4065,0.019",28.2,233.0,23628.4,0
"51.6765,0.0785",2.3,0.0,122721.6,0
"51.2795,0.093",0.8,38.0,15100.6,0
"51.535,-0.0335",179.5,334.2,10776.2,0
"51.306,-0.2785",4.9,85.2,16208.4,0
"51.4295,-0.514",32.5,423.6,18895.800000000007,0
"51.4555,-0.4205",71.0,154.8,17385.0,0
"51.554,-0.1855",78.6,8.4,920.0,0
"51.5765,-0.212",99.6,25.0,75522.8,0
"51.3815,-0.083",106.1,91.0,9861.8,0
"51.419,0.018",43.8,17.0,2194.2000000000007,0
"51.518,-0.1515",153.2,1735.8,19348.6,0
"51.4735,-0.087",176.9,2510.2,22162.800000000007,0
"51.434,0.2795",5.0,32.6,15141.8,0
"51.5205,-0.1175",39.4,6494.8,19365.6,0
"51.4975,-0.3105",123.0,149.4,9021.2,0
"51.4405,-0.1085",98.9,506.8,23621.2,0
"51.4075,-0.4885",3.7,5.6,303.4000000000001,0
"51.4555,-0.1305",121.6,822.6,13611.0,0
"51.503,-0.1555",43.2,1675.0,55431.40000000001,0
"51.5295,-0.2685",19.1,151.0,79001.40000000001,0
"51.3115,-0.286",3.6,85.2,16208.4,0
"51.562,0.2165",46.8,16.4,924.8,0
"51.363,-0.163",35.1,1.0,102.8,0
"51.5425,-0.174",99.8,228.6,20115.2,0
"51.6785,0.1215",0.5,0.0,82152.6,0
"51.516,-0.1745",65.1,469.0,6654.0,0
"51.444,0.251",16.2,40.6,14454.2,0
"51.521,-0.171",171.4,1068.2,81055.20000000001,0
"51.427,-0.483",49.7,52.2,1212.8000000000004,0
"51.596,-0.3125",76.1,32.6,18139.4,0
"51.271,0.031",1.4,23.6,3085.8,0
"51.301,-0.0655",16.0,11.0,1616.8,0
"51.559,-0.0535",101.5,1128.6,25302.800000000007,0
"51.48,-0.114",191.1,4749.2,17762.0,0
"51.5915,-0.3335",53.8,87.6,14479.600000000002,0
"51.5495,-0.0755",129.2,3203.8,12730.4,0
"51.599,-0.531",6.1,0.0,148872.0,0
"51.522,0.058",88.3,274.8,132047.0,0
"51.5215,-0.23",21.1,646.0,25165.6,0
"51.546,-0.0545",132.6,760.8,15919.599999999995,0
"51.4525,-0.1175",149.3,708.4,15285.6,0
"51.4595,-0.0435",109.4,229.2,9206.399999999998,0
"51.61,-0.0365",22.2,0.0,99921.0,0
"51.561,0.1405",78.2,15.4,13269.2,0
"51.6865,-0.0035",8.7,0.0,130859.8,0
"51.4615,-0.3755",126.8,125.0,15702.8,0
"51.4585,0.003",111.9,507.8,17578.6,0
"51.316,-0.2445",10.3,44.0,9055.6,0
"51.526,-0.169",287.9,988.0,22383.0,0
"51.407,0.1505",2.2,0.8,46911.80000000001,0
"51.549,-0.28",39.1,246.6,21356.800000000007,0
"51.4455,0.2355",28.2,1.3333333333333333,121808.0,0
"51.516,-0.151",63.3,1735.8,19348.6,0
"51.667,0.271",0.6,26.4,1470.6,0
"51.512,-0.0695",117.9,900.4,11222.8,0
"51.5585,-0.0985",158.2,294.8,225.8,0
"51.546,0.1475",100.6,118.8,12939.399999999998,0
"51.5165,0.0445",44.4,328.2,119768.0,0
"51.57,-0.3505",46.9,8.4,15430.0,0
"51.5555,-0.2415",96.7,110.8,19187.8,0
"51.4985,-0.463",8.3,68.8,16062.0,0
"51.405,-0.1335",71.1,111.8,10831.6,0
"51.66,-0.4",50.8,95.2,24859.000000000004,0
"51.5935,-0.098",93.6,153.0,14044.999999999998,0
"51.529,-0.2715",19.1,151.0,79001.40000000001,0
"51.597,-0.11",73.3,546.6,24843.000000000004,0
"51.493,-0.519",7.9,0.0,149098.2,0
"51.556,-0.5285",3.8,44.4,2148.6,0
"51.4945,-0.23",110.6,1156.2,12242.8,0
"51.474,-0.39",66.0,83.4,16593.0,0
"51.496,-0.101",128.6,7320.0,46201.60000000001,0
"51.5355,-0.244",191.5,266.6,11517.4,0
"51.5875,-0.0365",169.6,183.6,12438.4,0
"51.595,-0.0755",157.4,526.4,23058.2,0
"51.507,-0.147",37.4,2233.4,41880.6,0
"51.506,-0.1575",6.1,1675.0,55431.40000000001,0
"51.5115,-0.0105",115.0,578.4,46272.0,0
"51.396,-0.454",6.1,200.8,11585.600000000002,0
"51.617,-0.3945",24.5,4.6,656.6,0
"51.511,-0.364",110.4,203.8,34835.8,0
"51.5115,-0.073",52.0,603.6,18369.4,0
"51.558,-0.467",5.7,6.4,81058.2,0
"51.5315,-0.111",179.7,3229.4,6369.4,0
"51.544,-0.1565",111.3,749.2,21649.000000000004,0
"51.511,0.0255",24.1,125.4,12020.999999999998,0
"51.489,0.152",101.1,24.8,9866.8,0
"51.5665,-0.1375",73.5,866.2,25082.6,0
"51.435,-0.1285",114.9,934.0,28536.2,0
"51.576,0.04",15.0,1.2,128198.4,0
"51.579,-0.324",28.1,96.0,26246.800000000007,0
"51.585,0.187",43.7,85.4,27339.6,0
"51.5995,-0.03",99.8,5.0,116487.8,0
"51.5355,-0.0895",168.3,692.6,20704.2,0
"51.5185,-0.154",63.3,433.8,10998.600000000002,0
"51.531,-0.0715",248.6,675.2,4630.799999999998,0
"51.332,-0.5325",40.8,7.2,1074.6,0
"51.4255,-0.131",105.8,1320.4,35739.0,0
"51.7135,0.232",0.5,8.8,17483.8,0
"51.5545,0.0785",159.5,77.2,31617.8,0
"51.527,-0.0885",190.8,2731.6,31379.8,0
"51.477,-0.087",184.6,2510.2,22162.800000000007,0
"51.5485,-0.1225",147.1,425.4,8886.199999999999,0
"51.5715,0.184",54.3,55.8,18764.6,0
"51.5535,-0.2115",86.8,390.4,15669.2,0
"51.393,-0.26",40.9,41.8,110502.0,0
"51.4695,-0.2685",57.5,248.2,17764.0,0
"51.371,-0.319",11.9,60.0,28512.4,0
"51.662,-0.4005",50.8,95.2,24859.000000000004,0
"51.4115,-0.1615",76.0,788.8,16779.2,0
"51.4445,0.0145",56.9,283.8,19723.0,0
"51.6265,-0.042",22.3,0.0,23283.2,0
"51.5175,-0.4525",29.0,116.6,29915.0,0
"51.5615,-0.2555",86.1,99.8,48406.4,0
"51.637,0.079",1.5,34.4,21462.4,0
"51.514,-0.055",178.3,1236.2,23369.4,0
"51.368,-0.321",10.6,60.0,28512.4,0
"51.5975,-0.1515",57.7,268.2,15385.4,0
"51.4775,-0.0515",126.9,2023.6,30623.4,0
"51.5315,-0.2645",13.5,98.4,8114.0,0
"51.429,0.0385",50.8,124.0,28558.6,0
"51.3785,-0.1035",101.5,137.4,29227.6,0
"51.3975,-0.2835",53.1,118.2,2017.8,0
"51.539,0.101",83.3,47.6,15446.4,0
"51.52,-0.1625",139.2,2104.8,81538.79999999999,0
"51.47,-0.1125",211.1,2095.6,18263.6,0
"51.599,-0.226",37.9,39.6,45752.0,0
"51.448,0.118",45.7,66.6,32600.8,0
"51.434,-0.306",4.7,181.4,13868.6,0
"51.499,0.007",11.5,69.2,9545.0,0
"51.588,-0.4365",15.4,81.0,16654.399999999998,0
"51.6055,0.1555",36.0,100.0,20106.6,0
"51.454,-0.5205",5.2,0.0,198459.2,0
"51.3455,0.149",1.9,0.0,40156.6,0
"51.484,-0.086",74.2,2632.2,15923.000000000002,0
"51.4745,-0.0455",107.3,1090.2,21422.0,0
"51.309,-0.1225",45.3,26.6,10120.0,0
"51.409,0.0145",52.3,233.0,23628.4,0
"51.348,-0.148",58.5,18.8,2097.0000000000005,0
"51.5065,-0.247",172.7,36.8,508.8,0
"51.5205,-0.079",6.3,4575.8,16050.2,0
"51.5685,0.266",55.7,12.6,36317.6,0
"51.6185,0.063",16.3,22.2,10086.6,0
"51.291,-0.348",5.8,3.8,514.9999999999999,0
"51.331,-0.481",18.3,0.0,174688.2,0
"51.3805,-0.087",114.1,271.2,25838.8,0
"51.5955,0.0115",21.4,6.8,147451.0,0
"51.544,-0.193",278.1,1157.6,18322.6,0
"51.5355,0.0995",51.0,47.6,15446.4,0
"51.528,-0.021",83.8,14.8,97164.60000000002,0
"51.4495,-0.051",82.7,62.0,634.0,0
"51.52,-0.056",122.1,2995.0,22570.4,0
"51.605,-0.3795",35.0,98.6,22421.2,0
"51.48,-0.1985",148.0,1118.6,7091.5999999999985,0
"51.4945,-0.172",170.3,559.6,36289.4,0
"51.4115,-0.0245",45.6,117.0,17496.0,0
"51.412,-0.0265",61.0,117.0,17496.0,0
"51.693,-0.0345",37.6,20.4,23219.4,0
"51.4995,-0.3835",137.1,214.8,19488.6,0
"51.5495,0.1475",82.3,118.8,12939.399999999998,0
"51.416,-0.251",11.2,26.4,47392.8,0
"51.458,0.133",37.8,111.0,12110.6,0
"51.5225,-0.132",97.1,4843.6,21523.8,0
"51.45,-0.481",7.6,18.2,719.5999999999998,0
"51.4565,0.135",54.0,111.0,12110.6,0
"51.638,0.158",0.5,25.2,9302.4,0
"51.5465,-0.37",51.0,43.0,5064.2,0
"51.582,-0.315",47.2,9.6,507.2,0
"51.4255,-0.1605",164.1,788.8,16779.2,0
"51.517,-0.0855",6.3,1046.6,17235.199999999993,0
"51.511,-0.108",17.2,7819.4,48160.0,0
"51.582,-0.028",107.2,212.0,15522.6,0
"51.554,-0.254",21.6,48.2,101715.39999999998,0
"51.502,-0.11",127.9,4274.4,17551.0,0
"51.518,-0.2185",101.8,92.6,84946.40000000001,0
"51.3695,-0.1365",4.3,136.6,27055.2,0
"51.5595,-0.122",165.9,1208.8,17306.2,0
"51.518,-0.028",165.7,360.4,4541.0,0
"51.544,0.026",108.4,174.4,14828.4,0
"51.5595,0.2505",22.7,80.0,12194.2,0
"51.4045,0.1635",31.0,22.8,2280.2000000000007,0
"51.551,-0.075",150.2,3203.8,12730.4,0
"51.612,-0.1095",95.8,170.4,16557.399999999998,0
"51.4105,-0.294",53.7,613.4,16720.4,0
"51.478,-0.373",64.0,265.2,46519.4,0
"51.4275,-0.1635",164.1,788.8,16779.2,0
"51.5625,-0.0715",151.5,946.8,20135.399999999994,0
"51.552,0.025",149.5,174.4,14828.4,0
"51.4245,-0.1305",91.6,1320.4,35739.0,0
"51.502,-0.1105",59.6,4274.4,17551.0,0
"51.461,-0.2175",95.2,1259.8,17573.8,0
"51.6265,-0.008",65.3,40.0,11685.6,0
"51.519,-0.1355",86.7,1169.6,6185.4,0
"51.7055,-0.0435",33.8,52.8,46652.8,0
"51.4325,0.195",10.1,36.8,18091.0,0
"51.5875,-0.2295",62.8,57.8,65634.6,0
"51.585,0.0425",25.3,1.2,128198.4,0
"51.4875,-0.1415",309.2,63.8,691.0000000000001,0
"51.305,-0.4795",0.6,0.6,90095.6,0
"51.4455,-0.1985",78.2,217.6,15243.4,0
"51.629,0.1805",0.5,10.0,1311.75,0
"51.4745,-0.183",384.9,1098.0,17575.6,0
"51.52,-0.106",121.9,3707.2,18540.0,0
"51.6005,-0.116",68.9,10.4,328.0,0
"51.358,-0.117",24.9,100.8,32014.0,0
"51.5465,-0.0605",124.0,760.8,15919.599999999995,0
"51.5885,-0.102",97.4,487.6,23679.2,0
"51.5205,-0.1655",139.2,651.6,15575.399999999998,0
"51.5355,-0.3905",45.1,64.6,22725.6,0
"51.535,-0.441",38.2,29.8,2917.8,0
"51.4565,-0.111",158.0,215.4,2806.4000000000005,0
"51.5575,-0.117",141.3,1441.4,18812.4,0
"51.533,0.056",165.9,400.4,23567.0,0
"51.6035,0.2095",70.3,15.6,10551.0,0
"51.5515,-0.284",83.3,246.6,21356.800000000007,0
"51.5115,-0.38",46.6,789.2,24208.800000000007,0
"51.5175,-0.224",101.8,92.6,84946.40000000001,0
"51.632,-0.1755",46.8,247.4,27987.0,0
"51.5435,-0.149",182.0,676.0,12349.4,0
"51.5315,-0.308",22.8,235.0,30264.6,0
"51.5485,0.042",117.4,381.8,23390.6,0
"51.5505,-0.075",150.2,3203.8,12730.4,0
"51.524,-0.4215",82.9,24.75,1225.25,0
"51.5895,0.2335",56.0,77.4,41747.4,0
"51.4445,-0.022",46.4,549.8,37002.8,0
"51.6975,-0.1985",46.1,0.0,151025.19999999998,0
"51.3575,-0.031",11.3,19.4,24415.2,0
"51.575,-0.0125",125.9,1738.4,17471.799999999996,0
"51.2705,-0.2485",1.5,144.6,13997.4,0
"51.5665,-0.014",130.2,280.0,15230.4,0
"51.517,-0.125",124.3,2513.0,12655.8,0
"51.6185,-0.2495",40.1,2.25,157.5,0
"51.4725,-0.347",70.8,288.6,15580.2,0
"51.474,0.04",55.9,4.2,475.2000000000001,0
"51.594,-0.307",89.8,32.6,18139.4,0
"51.701,-0.4345",4.9,6.0,315.8,0
"51.394,-0.516",7.7,114.2,18391.4,0
"51.497,-0.0885",137.4,1471.0,11668.4,0
"51.564,-0.262",77.3,264.4,42484.0,0
"51.3995,-0.2595",52.5,41.8,110502.0,0
"51.451,0.1755",16.8,92.6,20305.0,0
"51.373,-0.454",30.2,152.6,20646.0,0
"51.5305,-0.1765",96.8,228.6,20115.2,0
"51.5765,-0.239",24.1,181.5,22429.5,0
"51.399,0.032",56.2,92.6,25867.0,0
"51.546,-0.216",79.3,117.2,10596.999999999998,0
"51.5815,-0.25",28.7,232.8,19051.0,0
"51.672,0.119",0.5,0.0,82152.6,0
"51.681,0.228",0.5,6.8,8725.400000000001,0
"51.4825,-0.112",52.3,6524.0,22296.2,0
"51.443,0.2255",20.4,76.8,16083.8,0
"51.479,-0.1875",91.8,3944.6,27666.4,0
"51.6135,-0.1545",75.1,89.0,21417.6,0
"51.541,-0.259",10.1,231.4,15075.8,0
"51.6345,-0.489",68.6,71.8,18906.0,0
"51.6945,0.133",7.0,1.2,436.60000000000014,0
"51.6125,0.089",27.3,53.6,18179.6,0
"51.561,-0.151",70.6,166.2,1146.8,0
"51.649,-0.1695",55.5,9.0,1267.0,0
"51.6175,-0.0635",46.3,28.8,94679.6,0
"51.524,-0.1585",17.9,521.0,13976.6,0
"51.4495,0.1185",36.7,66.6,32600.8,0
"51.313,-0.3595",4.7,0.0,151384.6,0
"51.399,-0.244",55.0,7.0,90115.2,0
"51.458,-0.306",33.4,511.2,13208.8,0
"51.47,-0.365",94.7,176.6,11187.6,0
"51.462,-0.138",110.5,3572.6,25292.2,0
"51.5185,-0.1025",17.2,4001.0,24786.4,0
"51.403,-0.359",34.4,345.8,12555.2,0
"51.537,-0.276",10.1,27.6,97132.2,0
"51.4985,-0.223",202.5,1189.0,22074.6,0
"51.5335,-0.405",18.5,64.6,22725.6,0
"51.442,-0.188",110.6,387.4,8592.4,0
"51.5315,-0.1045",145.2,523.8,16551.0,0
"51.6505,-0.2825",10.7,3.4,290.6,0
"51.611,0.2665",1.6,0.0,124284.6,0
"51.353,-0.268",40.4,402.8,15107.999999999998,0
"51.5535,-0.334",89.7,154.6,17758.0,0
"51.568,-0.3215",49.6,134.6,41205.6,0
"51.613,0.2575",10.2,0.0,124284.6,0
"51.489,-0.2665",81.7,188.6,93419.4,0
"51.3155,-0.0055",1.3,40.2,16860.199999999993,0
"51.592,-0.257",80.0,148.2,28113.6,0
"51.5245,-0.0815",44.8,1746.4,29975.000000000004,0
"51.472,-0.1475",46.3,2192.8,10161.0,0
"51.526,-0.4765",35.2,70.4,9173.999999999998,0
"51.5795,-0.081",208.9,517.0,18355.800000000007,0
"51.5355,-0.239",115.4,508.6,25700.6,0
"51.593,-0.1725",96.5,470.4,21745.4,0
"51.485,-0.4225",6.2,162.2,20602.0,0
"51.3245,-0.5345",72.6,40.4,524.4,0
"51.613,-0.087",60.5,152.0,33879.200000000004,0
"51.5355,0.1115",55.3,71.4,95543.4,0
"51.539,-0.0775",194.5,2118.2,17343.199999999993,0
"51.5025,-0.124",45.3,3097.2,25534.4,0
"51.473,-0.0155",116.1,213.2,7671.000000000001,0
"51.4415,-0.481",57.5,173.4,26819.4,0
"51.674,-0.465",0.9,0.0,176717.0,0
"51.548,-0.4775",25.8,128.2,26054.6,0
"51.5565,-0.2155",190.9,390.4,15669.2,0
"51.3595,-0.497",26.2,167.0,21272.200000000004,0
"51.386,-0.42",54.3,238.0,14919.200000000004,0
"51.266,-0.1485",2.3,32.4,6470.799999999998,0
"51.6115,-0.179",81.3,138.2,18767.2,0
"51.427,-0.131",136.2,274.8,16408.600000000002,0
"51.557,-0.2465",96.7,48.2,101715.39999999998,0
"51.392,-0.311",66.8,656.2,14670.2,0
"51.5565,-0.006",78.5,498.2,14466.8,0
"51.455,0.1525",37.6,46.8,22984.6,0
"51.6385,-0.509",4.5,6.4,19430.6,0
"51.45,-0.165",78.9,559.6,23419.6,0
"51.5285,-0.02",173.5,14.8,97164.60000000002,0
"51.4265,0.101",19.6,77.2,14135.0,0
"51.518,-0.107",121.9,4769.6,31523.800000000007,0
"51.312,-0.4655",0.6,86.8,22082.800000000007,0
"51.409,0.1125",29.6,67.8,13383.4,0
"51.2735,0.2255",1.2,6.2,16295.399999999998,0
"51.6305,0.207",0.6,15.6,10551.0,0
"51.502,-0.3785",68.4,214.8,19488.6,0
"51.5425,-0.07",208.8,133.0,627.4000000000002,0
"51.6655,-0.0435",61.6,106.0,15981.8,0
"51.503,-0.077",282.4,3653.8,28656.4,0
"51.423,-0.13",105.8,1320.4,35739.0,0
"51.426,-0.357",34.7,499.8,13485.0,0
"51.5085,-0.126",60.7,1472.4,18734.0,0
"51.317,-0.2795",4.7,85.2,16208.4,0
"51.4865,-0.12",104.8,1168.6,21919.800000000007,0
"51.6075,-0.066",65.8,371.4,14658.8,0
"51.634,-0.051",105.0,102.6,12385.999999999998,0
"51.3005,-0.3755",3.4,106.2,305.8,0
"51.484,-0.2015",142.8,1597.2,13572.8,0
"51.545,-0.03",47.7,413.6,34797.8,0
"51.3655,-0.5205",15.7,96.0,7678.4,0
"51.383,-0.3345",42.4,60.0,28512.4,0
"51.541,-0.3435",25.0,121.6,26647.4,0
"51.598,-0.0915",88.0,1403.2,23030.6,0
"51.686,-0.316",20.1,157.0,15856.0,0
"51.525,0.073",7.3,187.2,109659.0,0
"51.4285,-0.4275",63.8,149.0,12376.6,0
"51.558,-0.493",4.3,0.0,81058.2,0
"51.4395,-0.156",108.8,105.0,900.8,0
"51.3115,-0.005",1.3,40.2,16860.199999999993,0
"51.655,-0.383",25.6,1.6,31550.0,0
"51.5085,-0.34",88.5,386.8,22518.000000000004,0
"51.495,-0.185",103.2,510.0,55052.00000000001,0
"51.4055,0.2825",2.9,3.0,580.4,0
"51.262,-0.447",1.5,93.8,12960.2,0
"51.4185,-0.149",83.2,19.4,677.0,0
"51.588,-0.252",85.7,232.8,19051.0,0
"51.4985,-0.417",84.0,34.5,13793.0,0
"51.527,0.0945",10.1,187.2,109659.0,0
"51.543,-0.103",107.6,836.0,5585.8,0
"51.3445,0.1185",2.0,28.0,25736.6,0
"51.646,-0.204",51.0,83.0,21027.0,0
"51.5145,-0.1045",17.2,10344.4,41027.8,0
"51.475,-0.189",71.4,3944.6,27666.4,0
"51.297,-0.238",12.6,46.0,16543.6,0
"51.481,-0.139",39.3,6303.4,32342.4,0
"51.5705,-0.362",101.0,87.8,18293.2,0
"51.3815,-0.315",32.6,60.0,28512.4,0
"51.3475,-0.541",1.5,62.8,24744.0,0
"51.6255,-0.0625",94.2,101.8,13602.0,0
"51.5835,-0.2165",46.8,96.4,16933.8,0
"51.378,-0.208",23.6,127.0,34732.4,0
"51.5215,-0.168",267.7,1068.2,81055.20000000001,0
"51.55,-0.1645",201.9,587.6,15860.8,0
"51.431,-0.016",81.3,426.0,28236.6,0
